čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
sě̀jati	v.	a	Old Church Slavic:	sěti	[verb]	I.
sě̀jati	v.	a	Serbo-Croatian:	sȉjati	[verb]	I.
sě̀jati	v.	a	Slovene:	sẹjáti	[verb]	I.
sě̀jati	v.	a	Bulgarian:	séja	[verb]	I.
sě̀jati	v.	a	Lithuanian:	sijóti	[verb]	I.
sě̀jati	v.	a	Latvian:	sijât	[verb]	I.
sě̀mę	n. n	a	sě̀mę 		Grammatical information: n. n 	sě̀mę 
sě̀mę	n. n	a	Grammatical information:		Accent paradigm: a 	sě̀mę 
sě̀mę	n. n	a	Old Church Slavic:	sěmę	[n n]	sě̀mę 
sě̀mę	n. n	a	Russian:	sémja	[n n]	sě̀mę 
sě̀mę	n. n	a	Czech:	símě	[n n]	sě̀mę 
sě̀mę	n. n	a	Polish:	siemię	[n n]	sě̀mę 
sě̀mę	n. n	a	Serbo-Croatian:	sjȅme	[n n]	sě̀mę 
sě̀mę	n. n	a	Slovene:	sẹ́me	[n n]	sě̀mę 
sě̀mę	n. n	a	Bulgarian:	séme	[n n]	sě̀mę 
sě̀mę	n. n	a	Lithuanian:	sė́menys	[m n]	sě̀mę 
sě̀mę	n. n	a	Other cognates:	sēmen	[n]	sě̀mę 
sě̀nь	f. i	a	sě̀nь 		Grammatical information: f. i 	sě̀nь 
sě̀nь	f. i	a	Grammatical information:		Accent paradigm: a 	sě̀nь 
sě̀nь	f. i	a	Old Church Slavic:	sěnь	[f i]	sě̀nь 
sě̀nь	f. i	a	Russian:	sen'	[f i]	sě̀nь 
sě̀nь	f. i	a	Czech:	síň	[f i]	sě̀nь 
sě̀nь	f. i	a	Old Czech:	sieň	[f i]	sě̀nь 
sě̀nь	f. i	a	Slovak:	sieň	[f i]	sě̀nь 
sě̀nь	f. i	a	Polish:	sień	[f i]	sě̀nь 
sě̀nь	f. i	a	Serbo-Croatian:	sjȅn	[m o]	sě̀nь 
sě̀nь	f. i	a	Latvian:	seja	[f ā]	sě̀nь 
sě̀nь	f. i	a	Other cognates:	chāyā́-	[f ā]	sě̀nь 
sě̀ti	v.	a	sě̀ti I; sě̀jati I 		Grammatical information: v. 	I.
sě̀ti	v.	a	Grammatical information:		Accent paradigm: a 	I.
sě̀ti	v.	a	Old Church Slavic:	sěti	[verb]	I.
sě̀ti	v.	a	Russian:	séjat'	[verb]	I.
sě̀ti	v.	a	Czech:	síti	[verb]	I.
sě̀ti	v.	a	Slovak:	siat'	[verb]	I.
sě̀ti	v.	a	Polish:	siać	[verb]	I.
sě̀ti	v.	a	Upper Sorbian:	syć	[verb]	I.
sě̀ti	v.	a	Lower Sorbian:	seś	[verb]	I.
sě̀ti	v.	a	Serbo-Croatian:	sȉjati	[verb]	I.
sě̀ti	v.	a	Slovene:	sẹjáti	[verb]	I.
sě̀ti	v.	a	Bulgarian:	séja	[verb]	I.
sě̀ti	v.	a	Lithuanian:	sė́ti	[verb]	I.
sě̀ti	v.	a	Latvian:	sẽt	[verb]	I.
sě̀ti	v.	a	Other cognates:	serere	[verb]	I.
sě̀ti	v.	a	sě̀ti II; sě̀jati II 	serere	Grammatical information: v. 	I.
sě̀ti	v.	a	Grammatical information:	serere	Accent paradigm: a 	I.
sě̀ti	v.	a	Old Church Slavic:	sěti	[verb]	I.
sě̀ti	v.	a	Serbo-Croatian:	sȉjati	[verb]	I.
sě̀ti	v.	a	Slovene:	sẹjáti	[verb]	I.
sě̀ti	v.	a	Bulgarian:	séja	[verb]	I.
sě̀ti	v.	a	Lithuanian:	sijóti	[verb]	I.
sě̀ti	v.	a	Latvian:	sijât	[verb]	I.
sě̀verъ	m. o	a	sě̀verъ 		Grammatical information: m. o 	sě̀verъ 
sě̀verъ	m. o	a	Grammatical information:		Accent paradigm: a 	sě̀verъ 
sě̀verъ	m. o	a	Old Church Slavic:	sěverъ	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Russian:	séver	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Czech:	sever	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Slovak:	sever	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Upper Sorbian:	sowjer	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Serbo-Croatian:	sjȅvēr	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Slovene:	sẹ́ver	[m jo]	sě̀verъ 
sě̀verъ	m. o	a	Bulgarian:	séver	[m o]	sě̀verъ 
sě̀verъ	m. o	a	Lithuanian:	šiáurė	[f ē]	sě̀verъ 
sě̀verъ	m. o	a	Other cognates:	caurus	[m]	sě̀verъ 
sě̄dló	n. o	b	sě̄dló 		Grammatical information: n. o 	sě̄dló 
sě̄dló	n. o	b	Grammatical information:		Accent paradigm: b 	sě̄dló 
sě̄dló	n. o	b	Czech:	sídlo	[n o]	sě̄dló 
sě̄dló	n. o	b	Slovak:	sídlo	[n o]	sě̄dló 
sě̄dló	n. o	b	Polish:	Dɫugosiodɫo	[n o]	sě̄dló 
sě̄dló	n. o	b	Upper Sorbian:	sydɫo	[n o]	sě̄dló 
sě̄dló	n. o	b	Lower Sorbian:	sedɫo	[n o]	sě̄dló 
sě̑no	n. o	c	sě̑no 		Grammatical information: n. o 	sě̑no 
sě̑no	n. o	c	Grammatical information:		Accent paradigm: c 	sě̑no 
sě̑no	n. o	c	Old Church Slavic:	sěno	[n o]	sě̑no 
sě̑no	n. o	c	Russian:	séno	[n o]	sě̑no 
sě̑no	n. o	c	Czech:	seno	[n o]	sě̑no 
sě̑no	n. o	c	Slovak:	seno	[n o]	sě̑no 
sě̑no	n. o	c	Polish:	siano	[n o]	sě̑no 
sě̑no	n. o	c	Upper Sorbian:	syno	[n o]	sě̑no 
sě̑no	n. o	c	Serbo-Croatian:	sȉjeno	[n o]	sě̑no 
sě̑no	n. o	c	Slovene:	sẹnọ̑	[n o]	sě̑no 
sě̑no	n. o	c	Bulgarian:	senó	[n o]	sě̑no 
sě̑no	n. o	c	Lithuanian:	šiẽnas	[m o]	sě̑no 
sě̑no	n. o	c	Latvian:	sìens	[m o]	sě̑no 
sě̑no	n. o	c	Other cognates:	κοινά	[f]	sě̑no 
sěděti	v.		sěděti 		Grammatical information: v. 	sěděti 
sěděti	v.		Old Church Slavic:	sěděti	[verb]	sěděti 
sěděti	v.		Russian:	sidét'	[verb]	sěděti 
sěděti	v.		Czech:	seděti	[verb]	sěděti 
sěděti	v.		Slovak:	sediet'	[verb]	sěděti 
sěděti	v.		Polish:	siedzieć	[verb]	sěděti 
sěděti	v.		Serbo-Croatian:	sjèdjeti	[verb]	sěděti 
sěděti	v.		Slovene:	sẹdẹ́ti	[verb]	sěděti 
sěděti	v.		Bulgarian:	sedjá	[verb]	sěděti 
sěděti	v.		Lithuanian:	sėdė́ti	[verb]	sěděti 
sěděti	v.		Other cognates:	ἔζομαι	[verb]	sěděti 
sěkti	v.	c	sěkti 		Grammatical information: v. 	sěkti 
sěkti	v.	c	Grammatical information:		Accent paradigm: c 	sěkti 
sěkti	v.	c	Old Church Slavic:	sěšti	[verb]	sěkti 
sěkti	v.	c	Russian:	seč'	[verb]	sěkti 
sěkti	v.	c	Czech:	síci	[verb]	sěkti 
sěkti	v.	c	Old Czech:	sieci	[verb]	sěkti 
sěkti	v.	c	Polish:	siec	[verb]	sěkti 
sěkti	v.	c	Upper Sorbian:	syc	[verb]	sěkti 
sěkti	v.	c	Lower Sorbian:	sec	[verb]	sěkti 
sěkti	v.	c	Serbo-Croatian:	sjȅći	[verb]	sěkti 
sěkti	v.	c	Slovene:	sẹ́či	[verb]	sěkti 
sěkti	v.	c	Bulgarian:	seká	[verb]	sěkti 
sěsti	v.		sěsti 		Grammatical information: v. 	sěsti 
sěsti	v.		Old Church Slavic:	sěsti	[verb]	sěsti 
sěsti	v.		Russian:	sest'	[verb]	sěsti 
sěsti	v.		Czech:	siesti	[verb]	sěsti 
sěsti	v.		Polish:	siąść	[verb]	sěsti 
sěsti	v.		Serbo-Croatian:	sjȅsti	[verb]	sěsti 
sěsti	v.		Slovene:	sẹ́sti	[verb]	sěsti 
sěsti	v.		Bulgarian:	sjádam	[verb]	sěsti 
sěsti	v.		Lithuanian:	sė́sti	[verb]	sěsti 
sěsti	v.		Other cognates:	ἔζομαι	[verb]	sěsti 
sětь	f. i	a?	sětь 		Grammatical information: f. i 	sětь 
sětь	f. i	a?	Grammatical information:		Accent paradigm: a? 	sětь 
sětь	f. i	a?	Old Church Slavic:	sětь	[f i]	sětь 
sětь	f. i	a?	Russian:	set'	[f i]	sětь 
sětь	f. i	a?	Czech:	sít'	[f i]	sětь 
sětь	f. i	a?	Slovak:	siet'	[f i]	sětь 
sětь	f. i	a?	Polish:	sieć	[f i]	sětь 
sětь	f. i	a?	Lithuanian:	siẽtas	[m o]	sětь 
sětь	f. i	a?	Other cognates:	sétu-	[m]	sětь 
sę̀dzati	v.	a	sę̀dzati; sę̀gati 		Grammatical information: v. 	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Grammatical information:		Accent paradigm: a 	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Russian:	posjagát'	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Czech:	sahati	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Old Czech:	sahati	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Polish:	sięgać	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Serbo-Croatian:	sȅzati	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Slovene:	sę́zati	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Lithuanian:	sègti	[verb]	sę̀dzati; sę̀gati 
sę̀dzati	v.	a	Other cognates:	sájati	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	sę̀dzati; sę̀gati 		Grammatical information: v. 	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Grammatical information:		Accent paradigm: a 	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Russian:	posjagát'	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Czech:	sahati	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Old Czech:	sahati	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Polish:	sięgać	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Serbo-Croatian:	sȅzati	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Slovene:	sę́zati	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Lithuanian:	sègti	[verb]	sę̀dzati; sę̀gati 
sę̀gati	v.	a	Other cognates:	sájati	[verb]	sę̀dzati; sę̀gati 
sęgnǫti	v.		sęgnǫti 		Grammatical information: v. 	sęgnǫti 
sęgnǫti	v.		Russian:	sjagnút'	[verb]	sęgnǫti 
sęgnǫti	v.		Czech:	sáhnouti	[verb]	sęgnǫti 
sęgnǫti	v.		Slovak:	siahnut'	[verb]	sęgnǫti 
sęgnǫti	v.		Polish:	sięgnąć	[verb]	sęgnǫti 
sęgnǫti	v.		Serbo-Croatian:	ségnuti	[verb]	sęgnǫti 
sęgnǫti	v.		Slovene:	sę́gniti	[verb]	sęgnǫti 
sęgti	v.		sęgti 		Grammatical information: v. 	sęgti 
sęgti	v.		Old Church Slavic:	prisęšti sę	[verb]	sęgti 
sęgti	v.		Czech:	dosíci	[verb]	sęgti 
sęgti	v.		Slovene:	sę́či	[verb]	sęgti 
sęgti	v.		Lithuanian:	sègti	[verb]	sęgti 
sęgti	v.		Other cognates:	sájati	[verb]	sęgti 
sęknǫti	v.		sęknǫti 		Grammatical information: v. 	sęknǫti 
sęknǫti	v.		Old Church Slavic:	isęknǫti	[verb]	sęknǫti 
sęknǫti	v.		Russian:	issjáknut'	[verb]	sęknǫti 
sęknǫti	v.		Czech:	sáknouti	[verb]	sęknǫti 
sęknǫti	v.		Polish:	siąknąć	[verb]	sęknǫti 
sęknǫti	v.		Bulgarian:	sékna	[verb]	sęknǫti 
sęknǫti	v.		Lithuanian:	sèkti	[verb]	sęknǫti 
sęknǫti	v.		Other cognates:	saścasi	[2sipa]	sęknǫti 
sętjь	adj. jo		sętjь 		Grammatical information: adj. jo 	sętjь 
sętjь	adj. jo		Church Slavic:	sęštъ	[adj jo]	sętjь 
sętjь	adj. jo		Lithuanian:	sintė́ti	[verb]	sętjь 
sętjь	adj. jo		Other cognates:	sentīre	[verb]	sętjь 
sedъlò	n. o	b	sedъlò 		Grammatical information: n. o 	sedъlò 
sedъlò	n. o	b	Grammatical information:		Accent paradigm: b 	sedъlò 
sedъlò	n. o	b	Church Slavic:	sedьlo	[n o]	sedъlò 
sedъlò	n. o	b	Russian:	sedló	[n o]	sedъlò 
sedъlò	n. o	b	Old Russian:	sedьlo	[n o]	sedъlò 
sedъlò	n. o	b	Czech:	sedlo	[n o]	sedъlò 
sedъlò	n. o	b	Slovak:	sedlo	[n o]	sedъlò 
sedъlò	n. o	b	Polish:	siodɫo	[n o]	sedъlò 
sedъlò	n. o	b	Serbo-Croatian:	sèdlo	[n o]	sedъlò 
sedъlò	n. o	b	Slovene:	sédlọ	[n o]	sedъlò 
sedъlò	n. o	b	Bulgarian:	sedló	[n o]	sedъlò 
sedъlò	n. o	b	Other cognates:	sǫðull	[m]	sedъlò 
seló	n. o	b	seló 		Grammatical information: n. o 	seló 
seló	n. o	b	Grammatical information:		Accent paradigm: b 	seló 
seló	n. o	b	Old Church Slavic:	selo	[n o]	seló 
seló	n. o	b	Russian:	seló	[n o]	seló 
seló	n. o	b	Old Czech:	selo	[n o]	seló 
seló	n. o	b	Polish:	sioɫo	[n o]	seló 
seló	n. o	b	Serbo-Croatian:	sèlo	[n o]	seló 
seló	n. o	b	Slovene:	sélọ	[n o]	seló 
seló	n. o	b	Bulgarian:	sélo	[n o]	seló 
seló	n. o	b	Lithuanian:	salà	[f ā]	seló 
seló	n. o	b	Other cognates:	salr	[m]	seló 
serdà	f. ā	c	serdà 		Grammatical information: f. ā 	serdà 
serdà	f. ā	c	Grammatical information:		Accent paradigm: c 	serdà 
serdà	f. ā	c	Old Church Slavic:	srěda	[f ā]	serdà 
serdà	f. ā	c	Russian:	seredá	[f ā]	serdà 
serdà	f. ā	c	Czech:	středa	[f ā]	serdà 
serdà	f. ā	c	Slovak:	streda	[f ā]	serdà 
serdà	f. ā	c	Polish:	środa	[f ā]	serdà 
serdà	f. ā	c	Upper Sorbian:	srjeda	[f ā]	serdà 
serdà	f. ā	c	Serbo-Croatian:	srijèda	[f ā]	serdà 
serdà	f. ā	c	Slovene:	srẹ́da	[f ā]	serdà 
serdà	f. ā	c	Bulgarian:	sredá	[f ā]	serdà 
serdà	f. ā	c	Lithuanian:	šerdìs	[f i]	serdà 
serdà	f. ā	c	Other cognates:	hairto	[n]	serdà 
sermъša	f. jā		sermъša; sermuša 		Grammatical information: f. jā 	sermъša; sermuša 
sermъša	f. jā		Serbo-Croatian:	srȉjemuša	[f jā]	sermъša; sermuša 
sermъša	f. jā		Slovene:	srę̑mša	[f jā]	sermъša; sermuša 
sermъša	f. jā		Lithuanian:	šermùkšnis	[m io]	sermъša; sermuša 
sermъša	f. jā		Latvian:	sę̄̀rmûkslis	[m io]	sermъša; sermuša 
sermuša	f. jā		sermъša; sermuša 		Grammatical information: f. jā 	sermъša; sermuša 
sermuša	f. jā		Serbo-Croatian:	srȉjemuša	[f jā]	sermъša; sermuša 
sermuša	f. jā		Slovene:	srę̑mša	[f jā]	sermъša; sermuša 
sermuša	f. jā		Lithuanian:	šermùkšnis	[m io]	sermъša; sermuša 
sermuša	f. jā		Latvian:	sę̄̀rmûkslis	[m io]	sermъša; sermuša 
sestrà	f. ā	b	sestrà 		Grammatical information: f. ā 	sestrà 
sestrà	f. ā	b	Grammatical information:		Accent paradigm: b 	sestrà 
sestrà	f. ā	b	Old Church Slavic:	sestra	[f ā]	sestrà 
sestrà	f. ā	b	Russian:	sestrá	[f ā]	sestrà 
sestrà	f. ā	b	Czech:	sestra	[f ā]	sestrà 
sestrà	f. ā	b	Slovak:	sestra	[f ā]	sestrà 
sestrà	f. ā	b	Polish:	siostra	[f ā]	sestrà 
sestrà	f. ā	b	Serbo-Croatian:	sèstra	[f ā]	sestrà 
sestrà	f. ā	b	Slovene:	séstra	[f ā]	sestrà 
sestrà	f. ā	b	Bulgarian:	sestrá	[f ā]	sestrà 
sestrà	f. ā	b	Lithuanian:	sesuõ	[f r]	sestrà 
sestrà	f. ā	b	Old Prussian:	swestro	[f ā]	sestrà 
sestrà	f. ā	b	Other cognates:	svásar-	[f]	sestrà 
sìla	f. ā	a	sìla 		Grammatical information: f. ā 	sìla 
sìla	f. ā	a	Grammatical information:		Accent paradigm: a 	sìla 
sìla	f. ā	a	Old Church Slavic:	sila	[f ā]	sìla 
sìla	f. ā	a	Russian:	síla	[f ā]	sìla 
sìla	f. ā	a	Czech:	síla	[f ā]	sìla 
sìla	f. ā	a	Slovak:	sila	[f ā]	sìla 
sìla	f. ā	a	Polish:	siɫa	[f ā]	sìla 
sìla	f. ā	a	Serbo-Croatian:	sȉla	[f ā]	sìla 
sìla	f. ā	a	Slovene:	síla	[f ā]	sìla 
sìla	f. ā	a	Bulgarian:	síla	[f ā]	sìla 
sìla	f. ā	a	Lithuanian:	síela	[f ā]	sìla 
sìla	f. ā	a	Old Prussian:	seilin	[Accs]	sìla 
sìto	n. o	a	sìto 		Grammatical information: n. o 	sìto 
sìto	n. o	a	Grammatical information:		Accent paradigm: a 	sìto 
sìto	n. o	a	Russian:	síto	[n o]	sìto 
sìto	n. o	a	Czech:	síto	[n o]	sìto 
sìto	n. o	a	Slovak:	sito	[n o]	sìto 
sìto	n. o	a	Polish:	sito	[n o]	sìto 
sìto	n. o	a	Serbo-Croatian:	sȉto	[n o]	sìto 
sìto	n. o	a	Slovene:	sítọ	[n o]	sìto 
sìto	n. o	a	Bulgarian:	síto	[n o]	sìto 
sìto	n. o	a	Lithuanian:	síetas	[m o]	sìto 
sìto	n. o	a	Latvian:	siêts	[m o]	sìto 
sìvъ	adj. o	a	sìvъ 		Grammatical information: adj. o 	sìvъ 
sìvъ	adj. o	a	Grammatical information:		Accent paradigm: a 	sìvъ 
sìvъ	adj. o	a	Russian:	sívyj	[adj o]	sìvъ 
sìvъ	adj. o	a	Czech:	sivý	[adj o]	sìvъ 
sìvъ	adj. o	a	Slovak:	sivý	[adj o]	sìvъ 
sìvъ	adj. o	a	Polish:	siwy	[adj o]	sìvъ 
sìvъ	adj. o	a	Serbo-Croatian:	sȉv	[adj o]	sìvъ 
sìvъ	adj. o	a	Slovene:	sìv	[adj o]	sìvъ 
sìvъ	adj. o	a	Bulgarian:	siv	[adj o]	sìvъ 
sìvъ	adj. o	a	Lithuanian:	šývas	[adj o]	sìvъ 
sìvъ	adj. o	a	Old Prussian:	sijwan	[adj]	sìvъ 
sìvъ	adj. o	a	Other cognates:	śyāvá-	[adj]	sìvъ 
sítъ	m. o	b	sítъ 		Grammatical information: m. o 	sítъ 
sítъ	m. o	b	Grammatical information:		Accent paradigm: b 	sítъ 
sítъ	m. o	b	Old Czech:	sít	[m o]	sítъ 
sítъ	m. o	b	Slovene:	sȋt	[m o]	sítъ 
sítъ	m. o	b	Lithuanian:	siẽtas	[m o]	sítъ 
sítъ	m. o	b	Other cognates:	sétu-	[m]	sítъ 
sijàti	v.		sijàti 		Grammatical information: v. 	sijàti 
sijàti	v.		Old Church Slavic:	sijati	[verb]	sijàti 
sijàti	v.		Russian:	siját'	[verb]	sijàti 
sijàti	v.		Serbo-Croatian:	sjȁti	[verb]	sijàti 
sijàti	v.		Slovene:	sijáti	[verb]	sijàti 
sijàti	v.		Bulgarian:	sijája	[verb]	sijàti 
sijàti	v.		Other cognates:	skeinan	[verb]	sijàti 
skòra	f. ā	b	skorà (skòra) 		Grammatical information: f. ā 	skorà (skòra) 
skòra	f. ā	b	Grammatical information:		Accent paradigm: b 	skorà (skòra) 
skòra	f. ā	b	Czech:	skůra	[Nompf ā]	skorà (skòra) 
skòra	f. ā	b	Polish:	skóra	[f ā]	skorà (skòra) 
skòra	f. ā	b	Slovincian:	skȯ́u̯ră	[f ā]	skorà (skòra) 
skòra	f. ā	b	Slovene:	skǫ́rja	[f ā]	skorà (skòra) 
skorà	f. ā	b	skorà (skòra) 		Grammatical information: f. ā 	skorà (skòra) 
skorà	f. ā	b	Grammatical information:		Accent paradigm: b 	skorà (skòra) 
skorà	f. ā	b	Czech:	skůra	[Nompf ā]	skorà (skòra) 
skorà	f. ā	b	Polish:	skóra	[f ā]	skorà (skòra) 
skorà	f. ā	b	Slovincian:	skȯ́u̯ră	[f ā]	skorà (skòra) 
skorà	f. ā	b	Slovene:	skǫ́rja	[f ā]	skorà (skòra) 
skorda	f. ā		skorda 		Grammatical information: f. ā 	skorda 
skorda	f. ā		Russian:	skorodá	[f ā]	skorda 
skorda	f. ā		Lithuanian:	skardýti	[verb]	skorda 
skorda	f. ā		Latvian:	skā̀rdît	[verb]	skorda 
slàbъ	adj. o	a	slàbъ 		Grammatical information: adj. o 	slàbъ 
slàbъ	adj. o	a	Grammatical information:		Accent paradigm: a 	slàbъ 
slàbъ	adj. o	a	Old Church Slavic:	slabъ	[adj o]	slàbъ 
slàbъ	adj. o	a	Russian:	slábyj	[adj o]	slàbъ 
slàbъ	adj. o	a	Czech:	slabý	[adj o]	slàbъ 
slàbъ	adj. o	a	Slovak:	slabý	[adj o]	slàbъ 
slàbъ	adj. o	a	Polish:	sɫaby	[adj o]	slàbъ 
slàbъ	adj. o	a	Serbo-Croatian:	slȁb	[adj o]	slàbъ 
slàbъ	adj. o	a	Slovene:	slàb	[adj o]	slàbъ 
slàbъ	adj. o	a	Bulgarian:	slab	[adj o]	slàbъ 
slàbъ	adj. o	a	Lithuanian:	slãbnas	[adj o]	slàbъ 
slàbъ	adj. o	a	Latvian:	slãbs	[adj o]	slàbъ 
slàbъ	adj. o	a	Other cognates:	slap	[adj]	slàbъ 
slàva	f. ā	a	slàva 		Grammatical information: f. ā 	slàva 
slàva	f. ā	a	Grammatical information:		Accent paradigm: a 	slàva 
slàva	f. ā	a	Old Church Slavic:	slava	[f ā]	slàva 
slàva	f. ā	a	Russian:	sláva	[f ā]	slàva 
slàva	f. ā	a	Czech:	sláva	[f ā]	slàva 
slàva	f. ā	a	Slovak:	sláva	[f ā]	slàva 
slàva	f. ā	a	Polish:	sɫawa	[f ā]	slàva 
slàva	f. ā	a	Serbo-Croatian:	slȁva	[f ā]	slàva 
slàva	f. ā	a	Slovene:	sláva	[f ā]	slàva 
slàva	f. ā	a	Bulgarian:	sláva	[f ā]	slàva 
slàva	f. ā	a	Lithuanian:	šlovė̃	[f ē]	slàva 
slàva	f. ā	a	Latvian:	slava	[f ā]	slàva 
slàva	f. ā	a	Other cognates:	śrávas-	[n]	slàva 
slìna	f. ā	a	slìna 		Grammatical information: f. ā 	slìna 
slìna	f. ā	a	Grammatical information:		Accent paradigm: a 	slìna 
slìna	f. ā	a	Old Church Slavic:	sliny	[Nompf ā]	slìna 
slìna	f. ā	a	Russian:	slína	[f ā]	slìna 
slìna	f. ā	a	Czech:	slina	[f ā]	slìna 
slìna	f. ā	a	Slovak:	slina	[f ā]	slìna 
slìna	f. ā	a	Polish:	ślina	[f ā]	slìna 
slìna	f. ā	a	Serbo-Croatian:	slȉna	[f ā]	slìna 
slìna	f. ā	a	Slovene:	slína	[f ā]	slìna 
slìna	f. ā	a	Latvian:	sliẽnas	[Nompf ā]	slìna 
slìna	f. ā	a	Other cognates:	slím	[m]	slìna 
slìva	f. ā	a	slìva 		Grammatical information: f. ā 	slìva 
slìva	f. ā	a	Grammatical information:		Accent paradigm: a 	slìva 
slìva	f. ā	a	Russian:	slíva	[f ā]	slìva 
slìva	f. ā	a	Czech:	slíva	[f ā]	slìva 
slìva	f. ā	a	Polish:	śliwa	[f ā]	slìva 
slìva	f. ā	a	Serbo-Croatian:	šljȉva	[f ā]	slìva 
slìva	f. ā	a	Slovene:	slíva	[f ā]	slìva 
slìva	f. ā	a	Bulgarian:	slíva	[f ā]	slìva 
slìva	f. ā	a	Other cognates:	līvēre	[verb]	slìva 
slimakъ	m. o		slimakъ 		Grammatical information: m. o 	slimakъ 
slimakъ	m. o		Russian:	slimák	[m o]	slimakъ 
slimakъ	m. o		Czech:	slimák	[m o]	slimakъ 
slimakъ	m. o		Slovak:	slimak	[m o]	slimakъ 
slimakъ	m. o		Polish:	ślimak	[m o]	slimakъ 
slimakъ	m. o		Other cognates:	λείμα̑ξ	[m]	slimakъ 
slȍvo	n. o	c	slȍvo 		Grammatical information: n. o 	slȍvo 
slȍvo	n. o	c	Grammatical information:		Accent paradigm: c 	slȍvo 
slȍvo	n. o	c	Old Church Slavic:	slovo	[n s]	slȍvo 
slȍvo	n. o	c	Russian:	slóvo	[n o]	slȍvo 
slȍvo	n. o	c	Czech:	slovo	[n o]	slȍvo 
slȍvo	n. o	c	Slovak:	slovo	[n o]	slȍvo 
slȍvo	n. o	c	Polish:	sɫowo	[n o]	slȍvo 
slȍvo	n. o	c	Serbo-Croatian:	slȍvo	[n o]	slȍvo 
slȍvo	n. o	c	Slovene:	slovọ̑	[n s]	slȍvo 
slȍvo	n. o	c	Bulgarian:	slóvo	[n o]	slȍvo 
slȍvo	n. o	c	Lithuanian:	šlãvė	[f ē]	slȍvo 
slȍvo	n. o	c	Latvian:	slava	[f ā]	slȍvo 
slȍvo	n. o	c	Other cognates:	śrávas-	[n]	slȍvo 
slǫ̀ka	f. ā	a	slǫ̀ka 		Grammatical information: f. ā 	slǫ̀ka 
slǫ̀ka	f. ā	a	Grammatical information:		Accent paradigm: a 	slǫ̀ka 
slǫ̀ka	f. ā	a	Russian:	slúka	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Czech:	s. lesní	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Slovak:	sluka	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Polish:	sɫomka	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Serbo-Croatian:	šumska š.	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Slovene:	slǫ́ka	[f ā]	slǫ̀ka 
slǫ̀ka	f. ā	a	Latvian:	slùoka	[f ā]	slǫ̀ka 
slùšati	v.	a	slùšati 		Grammatical information: v. 	slùšati 
slùšati	v.	a	Grammatical information:		Accent paradigm: a 	slùšati 
slùšati	v.	a	Old Church Slavic:	slušati	[verb]	slùšati 
slùšati	v.	a	Russian:	slúšat'	[verb]	slùšati 
slùšati	v.	a	Czech:	slušeti	[verb]	slùšati 
slùšati	v.	a	Slovak:	slušat'	[verb]	slùšati 
slùšati	v.	a	Polish:	sɫuszać	[verb]	slùšati 
slùšati	v.	a	Serbo-Croatian:	slȕšati	[verb]	slùšati 
slùšati	v.	a	Slovene:	slúšati	[verb]	slùšati 
slùšati	v.	a	Bulgarian:	slúšam	[verb]	slùšati 
slùšati	v.	a	Lithuanian:	kláusti	[verb]	slùšati 
slùšati	v.	a	Old Prussian:	klausiton	[verb]	slùšati 
slùšati	v.	a	Other cognates:	śróṣati	[verb]	slùšati 
slùxati	v.	a	slùxati 		Grammatical information: v. 	slùxati 
slùxati	v.	a	Grammatical information:		Accent paradigm: a 	slùxati 
slùxati	v.	a	Ukrainian:	slúxaty	[verb]	slùxati 
slùxati	v.	a	Polish:	sɫuchać	[verb]	slùxati 
slùxati	v.	a	Lithuanian:	kláusti	[verb]	slùxati 
slùxati	v.	a	Old Prussian:	klausiton	[verb]	slùxati 
slùxati	v.	a	Other cognates:	śróṣati	[verb]	slùxati 
