oklam	[ˈoklam]
výměna	[ˈviːmɲɛna]
vyměnit	[ˈvɪmɲɛɲɪt]
vyměňovat	[ˈvɪmɲɛɲovat]
vynadat	/ˈvɪnaˌdat/
vynález	/ˈvɪnaːlɛs/
vynalézavost	[ˈvɪnalɛːzavost]
vynalézavý	[ˈvɪnalɛːzaviː]
vynalézt	[ˈvɪnalɛːst]
vynásobit	[ˈvɪnaːsobɪt]
vynechat	[ˈvɪnɛxat]
vynechávat	[ˈvɪnɛxaːvat]
vynikající	[ˈvɪɲɪkajiːt͡siː]
vynikat	[ˈvɪɲɪkat]
vyniknout	[ˈvɪɲɪknou̯t]
výnos	[ˈviːnos]
výnosnost	[ˈviːnosnost]
výnosný	[ˈviːnosniː]
výnosová křivka	[viːnosovaː kr̝̊ɪfka]
výnosový	[ˈviːnosoviː]
výnosový fond	[viːnosoviː font]
vynořit	[ˈvɪnor̝ɪt]
vynutit	[ˈvɪnucɪt]
vyobcování	[ˈvɪopt͡sovaːɲiː]
vyobcovat	[ˈvɪopt͡sovat]
vypadá	/ˈvɪpadaː/
vypadat	/ˈvɪpadat/
vypadnout	[ˈvɪpadnou̯t]
vypálit	[ˈvɪpaːlɪt]
vypalovací pec	[vɪpalovat͡siː pɛt͡s]
vypasený	[ˈvɪpasɛniː]
vypatlanec	[ˈvɪpatlanɛt͡s]
vypatlaný	[ˈvɪpatlaniː]
vypátrat	[ˈvɪpaːtrat]
vypařit	[ˈvɪpar̝ɪt]
vypínat	[ˈvɪpiːnat]
vypínač	/ˈvɪpiːnat͡ʃ/
výpis	[ˈviːpɪs]
výpisek	[ˈviːpɪsɛk]
vypisovat	[ˈvɪpɪsovat]
vypít	[ˈvɪpiːt]
výplata	/ˈviːplata/
vyplatit	[ˈvɪplacɪt]
výplatní funkce	[viːplatɲiː fuŋkt͡sɛ]
vyplašit	[ˈvɪplaʃɪt]
vyplivnout	[ˈvɪplɪvnou̯t]
vyplnit	[ˈvɪpl̩ɲɪt]
vyplývat	[ˈvɪpliːvat]
výplň	[ˈviːpl̩ɲ]
vyplňovat	[ˈvɪpl̩ɲovat]
vypnout	[ˈvɪpnou̯t]
vypoltářovat	[ˈvɪpoltaːr̝ovat]
vypomoct	[ˈvɪpomot͡st]
vypovídat	[ˈvɪpoviːdat]
výpovědní lhůta	[viːpovjɛdɲiː lɦuːta]
vypovědět	[ˈvɪpovjɛɟɛt]
vypovědět službu	[vɪpovjɛɟɛt sluʒbu]
výpověď	[ˈviːpovjɛc]
výpočet	[ˈviːpot͡ʃɛt]
výpočetní	[ˈviːpot͡ʃɛtɲiː]
výpočetní tomografie	[viːpot͡ʃɛtɲiː tomoɡrafɪɛ]
vypočítat	/ˈvɪpot͡ʃiːtat/
výprava	[ˈviːprava]
vyprávěcí	[ˈvɪpraːvjɛt͡siː]
vyprávění	[ˈvɪpraːvjɛɲiː]
vyprávět	[ˈvɪpraːvjɛt]
vypravěč	[ˈvɪpravjɛt͡ʃ]
vyprávěč	[ˈvɪpraːvjɛt͡ʃ]
vyprázdnit	[ˈvɪpraːzdɲɪt]
vyprázdnění	[ˈvɪpraːzdɲɛɲiː]
vyprdnout	[ˈvɪpr̩dnou̯t]
vyprodukovaný	[ˈvɪprodukovaniː]
vypršet	[ˈvɪpr̩ʃɛt]
vypsat	[ˈvɪpsat]
vypudit	[ˈvɪpuɟɪt]
vypustit	[ˈvɪpuscɪt]
vypustit duši	[vɪpuscɪt duʃɪ]
výpustka	[ˈviːpustka]
výr	[ˈviːr]
výra	[ˈviːra]
vyrábět	/ˈvɪraːbjɛt/
výraz	[ˈviːras]
výrazný	[ˈviːrazniː]
výrazně	[ˈviːrazɲɛ]
vyrážka	[ˈvɪraːʃka]
výre	[ˈviːrɛ]
výrech	[ˈviːrɛx]
výrem	[ˈviːrɛm]
výreček	[ˈviːrɛt͡ʃɛk]
výreček malý	[viːrɛt͡ʃɛk maliː]
výroba	[ˈviːroba]
výrobce	[ˈviːropt͡sɛ]
výrobek	[ˈviːrobɛk]
vyrobený	[ˈvɪrobɛniː]
vyrobit	[ˈvɪrobɪt]
výrobní	[ˈviːrobɲiː]
výroková logika	[viːrokovaː loɡɪka]
vyrovnat	[ˈvɪrovnat]
vyrovnávat	[ˈvɪrovnaːvat]
výročí	[ˈviːrot͡ʃiː]
výroční	[ˈviːrot͡ʃɲiː]
výroční zpráva	[viːrot͡ʃɲiː spraːva]
výru	[ˈviːru]
výrů	[ˈviːruː]
výrům	[ˈviːruːm]
vyrušení	[ˈvɪruʃɛɲiː]
výry	[ˈviːrɪ]
vysát	[ˈvɪsaːt]
vysávat	[ˈvɪsaːvat]
vysavač	/ˈvɪsavat͡ʃ/
vysedět	[ˈvɪsɛɟɛt]
výseč	[ˈviːsɛt͡ʃ]
vysílat	[ˈvɪsiːlat]
vysílač	[ˈvɪsiːlat͡ʃ]
vysílit	[ˈvɪsiːlɪt]
vysilující	[ˈvɪsɪlujiːt͡siː]
vyskočit	[ˈvɪskot͡ʃɪt]
výskyt	[ˈviːskɪt]
vyskytnout	[ˈvɪskɪtnou̯t]
vyslán	[ˈvɪslaːn]
vyslanec	[ˈvɪslanɛt͡s]
vyslat	[ˈvɪslat]
výslech	[ˈviːslɛx]
vyslechnout	[ˈvɪslɛxnou̯t]
výsledek	/ˈviːslɛdɛk/
výsledný	[ˈviːslɛdniː]
vysledovat	[ˈvɪslɛdovat]
výsledovka	/ˈviːslɛdofka/
vyslepičit	[ˈvɪslɛpɪt͡ʃɪt]
vyslovený	[ˈvɪslovɛniː]
vyslovit	[ˈvɪslovɪt]
výslovnost	[ˈviːslovnost]
výslovný	[ˈviːslovniː]
vyslovovat	[ˈvɪslovovat]
vyslýchat	[ˈvɪsliːxat]
vysmahnout	[ˈvɪsmaɦnou̯t]
vysmrkat	[ˈvɪsmr̩kat]
vysnít	[ˈvɪsɲiːt]
vysoce	[ˈvɪsot͡sɛ]
vysoká	/ˈvɪsokaː/
vysoká škola	[vɪsokaː ʃkola]
vysokánský	[ˈvɪsokaːnskiː]
vysoké učení technické	[vɪsokɛː ut͡ʃɛɲiː tɛxnɪt͡skɛː]
vysoko	[ˈvɪsoko]
vysokorychlostní	[ˈvɪsokorɪxlostɲiː]
vysokotlaký	[ˈvɪsokotlakiː]
vysokozdvižný vozík	[vɪsokozdvɪʒniː voziːk]
vysokoškolský	[ˈvɪsokoʃkolskiː]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
vysoký	/ˈvɪsokiː/
vysočina	[ˈvɪsot͡ʃɪna]
vyspělý	[ˈvɪspjɛliː]
vysrat	[ˈvɪsrat]
vystát	[ˈvɪstaːt]
výstava	/ˈviːstava/
vystavení	[ˈvɪstavɛɲiː]
vystavit	/ˈvɪstaˌvɪt/
výstaviště	[ˈviːstavɪʃcɛ]
vystavovat	/ˈvɪstaˌvɔvat/
vystačit	[ˈvɪstat͡ʃɪt]
výstelka	[ˈviːstɛlka]
výstižný	/ˈviːscɪʒniː/
vystoupit	/ˈvɪstou̯pɪt/
vystoupiv	/ˈvɪstɔʊ̯pɪf/
vystrašený	[ˈvɪstraʃɛniː]
vystrašit	[ˈvɪstraʃɪt]
výstroj	[ˈviːstroj]
vystrojit	[ˈvɪstrojɪt]
vystrojovat	[ˈvɪstrojovat]
výstup	[ˈviːstup]
vystupovat	/ˈvɪstupovat/
výstřední	[ˈviːstr̝̊ɛdɲiː]
výstředník	[ˈviːstr̝̊ɛdɲiːk]
výstřednost	[ˈviːstr̝̊ɛdnost]
vystřelit	[ˈvɪstr̝̊ɛlɪt]
vystřízlivět	[ˈvɪstr̝̊iːzlɪvjɛt]
vysvědčení	/ˈvɪsvjɛtt͡ʃɛɲiː/
vysvětlení	[ˈvɪsvjɛtlɛɲiː]
vysvětlit	/ˈvɪsvjɛtlɪt/
vysvětlitelný	[ˈvɪsvjɛtlɪtɛlniː]
vysvětlivka	[ˈvɪsvjɛtlɪfka]
vysvětlovat	[ˈvɪsvjɛtlovat]
výsypka	[ˈviːsɪpka]
výt	[ˈviːt]
výtah	/ˈviːtax/
vytáhnout	[ˈvɪtaːɦnou̯t]
vytahovat	[ˈvɪtaɦovat]
vytasit	[ˈvɪtasɪt]
vytáčet	[ˈvɪtaːt͡ʃɛt]
výtečnost	[ˈviːtɛt͡ʃnost]
výtečný	[ˈviːtɛt͡ʃniː]
výtisk	[ˈviːcɪsk]
vytisknout	[ˈvɪcɪsknou̯t]
výtka	[ˈviːtka]
vytknout	[ˈvɪtknou̯t]
vytočit	[ˈvɪtot͡ʃɪt]
výtrus	[ˈviːtrus]
vytrvalost	[ˈvɪtr̩valost]
vytrvalostní	[ˈvɪtr̩valostɲiː]
vytrvalý	[ˈvɪtr̩valiː]
vytrvat	[ˈvɪtr̩vat]
vytuhnout	[ˈvɪtuɦnou̯t]
vytušiv	[ˈvɪtuʃɪf]
výtvarné umění	[viːtvarnɛː umɲɛɲiː]
vytvářet	/ˈvɪtvaːr̝ɛt/
vytvořit	/ˈvɪtvor̝ɪt/
vytýkat	[ˈvɪtiːkat]
výuka	[ˈviːuka]
vyústit	[ˈvɪuːscɪt]
vyučování	[ˈvɪut͡ʃovaːɲiː]
vyučovat	[ˈvɪut͡ʃovat]
využít	[ˈvɪuʒiːt]
využití	[ˈvɪuʒɪciː]
využiv	[ˈvɪuʒɪf]
využívat	[ˈvɪuʒiːvat]
vývar	[ˈviːvar]
vyvážený	[ˈvɪvaːʒɛniː]
vyvážit	[ˈvɪvaːʒɪt]
vyvézt	[ˈvɪvɛːst]
vyvíjet	[ˈvɪviːjɛt]
vyvinout	[ˈvɪvɪnou̯t]
vyvlastnit	[ˈvɪvlastɲɪt]
vyvlastnění	[ˈvɪvlastɲɛɲiː]
vyvodit	[ˈvɪvoɟɪt]
vývoj	[ˈviːvoj]
vývojka	[ˈviːvojka]
vyvolat	[ˈvɪvolat]
vyvolávat	[ˈvɪvolaːvat]
vývoz	[ˈviːvos]
vývozce	[ˈviːvost͡sɛ]
vývozní	[ˈviːvozɲiː]
vyvrácení	[ˈvɪvraːt͡sɛɲiː]
vyvrátit	[ˈvɪvraːcɪt]
vyvratitelnost	[ˈvɪvracɪtɛlnost]
vyvratitelný	[ˈvɪvracɪtɛlniː]
vyvrtat	[ˈvɪvr̩tat]
vývrtka	[ˈviːvr̩tka]
Vývěva	/ˈviːvjɛva/
vyzbrojit	[ˈvɪzbrojɪt]
vyzkoušet	[ˈvɪskou̯ʃɛt]
výzkum	/ˈviːskum/
výzkum trhu	[viːskum tr̩ɦu]
výzkumák	[ˈviːskumaːk]
výzkumník	[ˈviːskumɲiːk]
výzkumný	[ˈviːskumniː]
výzkumný ústav	[viːskumniː uːstaf]
význam	[ˈviːznam]
vyznamenání	[ˈvɪznamɛnaːɲiː]
významnost	[ˈviːznamnost]
významný	[ˈviːznamniː]
významně	[ˈviːznamɲɛ]
významový	[ˈviːznamoviː]
vyzunknout	[ˈvɪzuŋknou̯t]
výzva	[ˈviːzva]
vyzvat	[ˈvɪzvat]
vyzývat	[ˈvɪziːvat]
vyčerpání	[ˈvɪt͡ʃɛrpaːɲiː]
vyčerpaný	[ˈvɪt͡ʃɛrpaniː]
vyčerpat	[ˈvɪt͡ʃɛrpat]
vyčerpávající	[ˈvɪt͡ʃɛrpaːvajiːt͡siː]
vyčinit	[ˈvɪt͡ʃɪɲɪt]
vyčiněný	[ˈvɪt͡ʃɪɲɛniː]
vyčíslit	[ˈvɪt͡ʃiːslɪt]
vyčíslitelný	[ˈvɪt͡ʃiːslɪtɛlniː]
vyčistit	[ˈvɪt͡ʃɪscɪt]
vyčítat	[ˈvɪt͡ʃiːtat]
výčitka	[ˈviːt͡ʃɪtka]
vyřezávat	[ˈvɪr̝ɛzaːvat]
vyřešit	[ˈvɪr̝ɛʃɪt]
výři	[ˈviːr̝ɪ]
vyřídit	[ˈvɪr̝iːɟɪt]
vyřizovat	[ˈvɪr̝ɪzovat]
výše	[ˈviːʃɛ]
vyšetření	[ˈvɪʃɛtr̝̊ɛɲiː]
vyšetřit	/ˈvɪʃɛtr̝̊ɪt/
vyšetřování	/ˈvɪʃɛtr̝̊ovaːɲiː/
vyšetřovat	/ˈvɪʃɛtr̝̊ovat/
vyšetřovatel	[ˈvɪʃɛtr̝̊ovatɛl]
vyšívat	[ˈvɪʃiːvat]
výška	[ˈviːʃka]
výškáč	[ˈviːʃkaːt͡ʃ]
výškoměr	[ˈviːʃkomɲɛr]
výškové zaměřování	[viːʃkovɛː zamɲɛr̝ovaːɲiː]
výškový	[ˈviːʃkoviː]
Vyštejnová	[ˈvɪʃtɛjnovaː]
vyšší	[ˈvɪʃiː]
vyšší dívčí	[vɪʃiː ɟiːft͡ʃiː]
vyšší dívčí škola	[vɪʃiː ɟiːft͡ʃiː ʃkola]
vyšší střední třída	[vɪʃiː str̝̊ɛdɲiː tr̝̊iːda]
vyšťavený	[ˈvɪʃcavɛniː]
vyšťavit	[ˈvɪʃcavɪt]
vyžadovat	[ˈvɪʒadovat]
vyžehlit	[ˈvɪʒɛɦlɪt]
výživné	[ˈviːʒɪvnɛː]
vzácnost	[ˈvzaːt͡snost]
vzácný	[ˈvzaːt͡sniː]
vzácný plyn	[vzaːt͡sniː plɪn]
vzácně	[ˈvzaːt͡sɲɛ]
vzad	[ˈvzat]
vzadu	[ˈvzadu]
vzájemnost	[ˈvzaːjɛmnost]
vzájemný	[ˈvzaːjɛmniː]
vzájemně	[ˈvzaːjɛmɲɛ]
vzal	[ˈvzal]
vzala	[ˈvzala]
vzali	[ˈvzalɪ]
vzalo	[ˈvzalo]
vzaly	[ˈvzalɪ]
vzápětí	[ˈvzaːpjɛciː]
vzat	[ˈvzat]
vzata	[ˈvzata]
vzati	[ˈvzacɪ]
vzato	[ˈvzato]
vzaty	[ˈvzatɪ]
vzav	[ˈvzaf]
vzavše	[ˈvzafʃɛ]
vzavši	[ˈvzafʃɪ]
vzbudit	[ˈvzbuɟɪt]
vzbudiv	[ˈvzbuɟɪf]
vzbuzovat	[ˈvzbuzovat]
vzdálené	[ˈvzdaːlɛnɛː]
vzdálenost	[ˈvzdaːlɛnost]
vzdálený	[ˈvzdaːlɛniː]
vzdáleně	[ˈvzdaːlɛɲɛ]
vzdálenější	[ˈvzdaːlɛɲɛjʃiː]
vzdalovat	[ˈvzdalovat]
vzdát	[ˈvzdaːt]
vzdávat	[ˈvzdaːvat]
vzdech	[ˈvzdɛx]
vzdor	[ˈvzdor]
vzduch	/vzdux/
vzducholoď	[ˈvzduxoloc]
vzduchoplavec	[ˈvzduxoplavɛt͡s]
vzduchoprázdno	[ˈvzduxopraːzdno]
vzduchový	[ˈvzduxoviː]
vzdušné zámky	/ˈvzdʊʃnɛː ˈzaːmkɪ/
vzdušný	[ˈvzduʃniː]
vzdělání	[ˈvzɟɛlaːɲiː]
vzdělaný	[ˈvzɟɛlaniː]
vzdělat	[ˈvzɟɛlat]
vzdělávací	[ˈvzɟɛlaːvat͡siː]
vzdělávat	[ˈvzɟɛlaːvat]
vzestup	[ˈvzɛstup]
vzestupný	[ˈvzɛstupniː]
vzestupný tračník	[vzɛstupniː trat͡ʃɲiːk]
vzezření	[ˈvzɛzr̝ɛɲiː]
vzhled	[ˈvzɦlɛt]
vzhledem	[ˈvzɦlɛdɛm]
vzhůru	[ˈvzɦuːru]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
vzhůru nohama	[vzɦuːru noɦama]
vzít	/vziːt/
vzít do zaječích	[vziːt do zajɛt͡ʃiːx]
vzít nohy na ramena	[vziːt noɦɪ na ramɛna]
vzít roha	[vziːt roɦa]
vzkvétat	[ˈfskvɛːtat]
vzkříšení	[ˈfskr̝̊iːʃɛɲiː]
vzlet	[ˈvzlɛt]
vzlétnout	[ˈvzlɛːtnou̯t]
vzletová a přistávací dráha	[vzlɛtovaː apr̝̊ɪstaːvat͡siː draːɦa]
vzletová dráha	[vzlɛtovaː draːɦa]
vzletový	[ˈvzlɛtoviː]
vznášedlo	[ˈvznaːʃɛdlo]
vznášení	[ˈvznaːʃɛɲiː]
vznášení se	[vznaːʃɛɲiː sɛ]
vznášet	[ˈvznaːʃɛt]
vznést	[ˈvznɛːst]
vznik	/ˈvznɪk/
vznikat	[ˈvzɲɪkat]
vzniknout	[ˈvzɲɪknou̯t]
vzor	[ˈvzor]
vzorek	[ˈvzorɛk]
vzorkování	[ˈvzorkovaːɲiː]
vzorkovat	[ˈvzorkovat]
vzpamatovat	[ˈfspamatovat]
vzpírání	[ˈfspiːraːɲiː]
vzpírat	[ˈfspiːrat]
vzplanutí	[ˈfsplanuciː]
vzpomenout	[ˈfspomɛnou̯t]
vzpomínat	[ˈfspomiːnat]
vzpomínka	/ˈvspomiːŋka/
vzpoura	[ˈfspou̯ra]
vzpěra	[ˈfspjɛra]
vzpěrač	[ˈfspjɛrat͡ʃ]
vzpěračka	[ˈfspjɛrat͡ʃka]
vzpěrný	[ˈfspjɛrniː]
vzpěrný oblouk	[fspjɛrniː oblou̯k]
vzrušení	[ˈvzruʃɛɲiː]
vzrušený	[ˈvzruʃɛniː]
vzrušit	[ˈvzruʃɪt]
vzrušovat	[ˈvzruʃovat]
vzrušující	[ˈvzruʃujiːt͡siː]
vztah	/vstax/
vztáhnout	[ˈfstaːɦnou̯t]
vztahovat	[ˈfstaɦovat]
vztahovačnost	[ˈfstaɦovat͡ʃnost]
vztahovačný	[ˈfstaɦovat͡ʃniː]
vztažné zájmeno	[fstaʒnɛː zaːjmɛno]
vztažný	[ˈfstaʒniː]
vztek	[ˈfstɛk]
vztekat	[ˈfstɛkat]
vztekle	[ˈfstɛklɛ]
vzteklina	[ˈfstɛklɪna]
vztekloun	[ˈfstɛklou̯n]
vzteklý	[ˈfstɛkliː]
včas	[ˈft͡ʃas]
včela	[ˈft͡ʃɛla]
včelař	[ˈft͡ʃɛlar̝̊]
včelí	[ˈft͡ʃɛliː]
včelí královna	[ft͡ʃɛliː kraːlovna]
včelín	[ˈft͡ʃɛliːn]
včelička	[ˈft͡ʃɛlɪt͡ʃka]
včelojed	[ˈft͡ʃɛlojɛt]
včera	/ˈvt͡ʃɛra/
včerejšek	[ˈft͡ʃɛrɛjʃɛk]
včerejší	[ˈft͡ʃɛrɛjʃiː]
včetně	[ˈft͡ʃɛtɲɛ]
včil	[ˈft͡ʃɪl]
věc	/vjɛt͡s/
věci	/vjɛtsɪ/
věda	[ˈvjɛda]
vědec	/ˈvjɛdɛt͡s/
vědecko-fantastický	[ˈvjɛdɛt͡skofantastɪt͡skiː]
vědeckost	[ˈvjɛdɛt͡skost]
vědecky	[ˈvjɛdɛt͡skɪ]
vědecký	/ˈvjɛdɛt͡skiː/
vědecký článek	[vjɛdɛt͡skiː t͡ʃlaːnɛk]
věder	[ˈvjɛdɛr]
vědí	[ˈvjɛɟiː]
vědkyně	[ˈvjɛtkɪɲɛ]
vědma	[ˈvjɛdma]
vědom	[ˈvjɛdom]
vědomí	[ˈvjɛdomiː]
vědomí sebe	[vjɛdomiː sɛbɛ]
vědomost	[ˈvjɛdomost]
vědomý	[ˈvjɛdomiː]
vědomě	/vjɛdɔmɲɛ/
vědouc	[ˈvjɛdou̯t͡s]
vědouce	[ˈvjɛdou̯t͡sɛ]
vědra	[ˈvjɛdra]
vědrech	[ˈvjɛdrɛx]
vědrem	[ˈvjɛdrɛm]
vědro	[ˈvjɛdro]
vědru	[ˈvjɛdru]
vědrům	[ˈvjɛdruːm]
vědry	[ˈvjɛdrɪ]
věděl	[ˈvjɛɟɛl]
věděla	[ˈvjɛɟɛla]
věděli	[ˈvjɛɟɛlɪ]
vědělo	[ˈvjɛɟɛlo]
věděly	[ˈvjɛɟɛlɪ]
vědění	[ˈvjɛɟɛɲiː]
vědět	/ˈvjɛɟɛt/
věhlas	[ˈvjɛɦlas]
věhlasný	[ˈvjɛɦlasniː]
vějíř	[ˈvjɛjiːr̝̊]
věk	/vjɛk/
Vělička	[ˈvjɛlɪt͡ʃka]
věn	[ˈvjɛn]
věna	[ˈvjɛna]
Věnceslav	[ˈvjɛnt͡sɛslaf]
Věnceslava	[ˈvjɛnt͡sɛslava]
věnec	[ˈvjɛnɛt͡s]
věnem	[ˈvjɛnɛm]
věneček	[ˈvjɛnɛt͡ʃɛk]
věno	[ˈvjɛno]
věnování	[ˈvjɛnovaːɲiː]
věnovat	[ˈvjɛnovat]
věnovat pozornost	[vjɛnovat pozornost]
věnu	[ˈvjɛnu]
věnům	[ˈvjɛnuːm]
věny	[ˈvjɛnɪ]
věnčitá tepna	[vjɛnt͡ʃɪtaː tɛpna]
věnčitý	[ˈvjɛnt͡ʃɪtiː]
věně	[ˈvjɛɲɛ]
věr	[ˈvjɛr]
Věra	[ˈvjɛra]
Věrka	[ˈvjɛrka]
věrnost	[ˈvjɛrnost]
věrný	[ˈvjɛrniː]
věrně	[ˈvjɛrɲɛ]
věrohodný	[ˈvjɛroɦodniː]
věrolomný	[ˈvjɛrolomniː]
Věroslav	[ˈvjɛroslaf]
Věrunka	[ˈvjɛruŋka]
Věruška	[ˈvjɛruʃka]
věstit	[ˈvjɛscɪt]
věstívat	[ˈvjɛsciːvat]
věta	/vjɛta/
větev	[ˈvjɛtɛf]
větévka	[ˈvjɛtɛːfka]
větný člen	[vjɛtniː t͡ʃlɛn]
větrat	[ˈvjɛtrat]
větráček	/vjɛtraːk/
větroměr	[ˈvjɛtromɲɛr]
větroň	[ˈvjɛtroɲ]
větvit	[ˈvjɛtvɪt]
větvička	[ˈvjɛtvɪt͡ʃka]
větší	[ˈvjɛtʃiː]
většina	[ˈvjɛtʃɪna]
většinou	[ˈvjɛt͡ʃɪnou̯]
většinový	[ˈvjɛtʃɪnoviː]
věz	[ˈvjɛs]
věze	[ˈvjɛzɛ]
vězel	[ˈvjɛzɛl]
vězení	[ˈvjɛzɛɲiː]
vězeň	[ˈvjɛzɛɲ]
vězeňkyně	[ˈvjɛzɛɲkɪɲɛ]
vězeňský	[ˈvjɛzɛɲskiː]
vězí	[ˈvjɛziː]
vězím	[ˈvjɛziːm]
vězíš	[ˈvjɛziːʃ]
vězme	[ˈvjɛzmɛ]
věznice	[ˈvjɛzɲɪt͡sɛ]
věznit	[ˈvjɛzɲɪt]
vězte	[ˈvjɛstɛ]
věčná	[ˈvjɛt͡ʃnaː]
věčná loviště	[vjɛt͡ʃnaː lovɪʃcɛ]
věčnost	[ˈvjɛt͡ʃnost]
věčný	[ˈvjɛt͡ʃniː]
věčný dluhopis	[vjɛt͡ʃniː dluɦopɪs]
věř	[ˈvjɛr̝̊]
věře	[ˈvjɛr̝ɛ]
věřen	[ˈvjɛr̝ɛn]
věřena	[ˈvjɛr̝ɛna]
věřeni	[ˈvjɛr̝ɛɲɪ]
věřeno	[ˈvjɛr̝ɛno]
věřeny	[ˈvjɛr̝ɛnɪ]
věří	[ˈvjɛr̝iː]
věříc	[ˈvjɛr̝iːt͡s]
věříce	[ˈvjɛr̝iːt͡sɛ]
věřící	[ˈvjɛr̝iːt͡siː]
věřil	[ˈvjɛr̝ɪl]
věřila	[ˈvjɛr̝ɪla]
věřili	[ˈvjɛr̝ɪlɪ]
věřilo	[ˈvjɛr̝ɪlo]
věřily	[ˈvjɛr̝ɪlɪ]
věřím	[ˈvjɛr̝iːm]
věříme	[ˈvjɛr̝iːmɛ]
Věřin	[ˈvjɛr̝ɪn]
věřit	/ˈvjɛr̝ɪt/
věříte	[ˈvjɛr̝iːtɛ]
věřitel	[ˈvjɛr̝ɪtɛl]
věříš	[ˈvjɛr̝iːʃ]
věřme	[ˈvjɛr̝mɛ]
věřte	[ˈvjɛr̝̊tɛ]
věšák	[ˈvjɛʃaːk]
věštba	[ˈvjɛʒdba]
věštec	[ˈvjɛʃtɛt͡s]
věštit	[ˈvjɛʃcɪt]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
věštkyně	[ˈvjɛʃtkɪɲɛ]
věštění	[ˈvjɛʃcɛɲiː]
věž	[ˈvjɛʃ]
věže	[ˈvjɛʒɛ]
věži	[ˈvjɛʒɪ]
věží	[ˈvjɛʒiː]
věžím	[ˈvjɛʒiːm]
věžička	[ˈvjɛʒɪt͡ʃka]
vřava	[ˈvr̝ava]
vřed	/vr̝ɛt/
vředový	[ˈvr̝ɛdoviː]
vřele	[ˈvr̝ɛlɛ]
vřelý	[ˈvr̝ɛliː]
vřes	/vr̝ɛs/
vřesoviště	[ˈvr̝ɛsovɪʃcɛ]
vřesový	[ˈvr̝ɛsoviː]
vřeteno	/ˈvr̝ɛtɛnɔ/
vřešťan	[ˈvr̝ɛʃcan]
vřídek	[ˈvr̝iːdɛk]
vřískat	/ˈvr̝̊iːskat/
vřísknout	/ˈvr̝iːsknoʊ̯t/
vřít	/vr̝iːt/
však	[fʃak]
	[ˈfʃɛ]
vše-	[ˈfʃɛ]
	/ˈvʃɛxɛn/
	[ˈfʃɛxno]
všechno nejlepší	[fʃɛxno nɛjlɛpʃiː]
všechno nejlepší k narozeninám	[fʃɛxno nɛjlɛpʃiː knarozɛɲɪnaːm]
všechny	[ˈfʃɛxnɪ]
všechny cesty vedou do Říma	[fʃɛxnɪ t͡sɛstɪ vɛdou̯ do r̝iːma]
všední	[ˈfʃɛdɲiː]
všední hřích	[fʃɛdɲiː ɦr̝iːx]
všekaz	[ˈfʃɛkas]
všelék	[ˈfʃɛlɛːk]
všelijaký	[ˈfʃɛlɪjakiː]
všem	[ˈfʃɛm]
všemocný	[ˈfʃɛmot͡sniː]
všemohoucí	[ˈfʃɛmoɦou̯t͡siː]
