метража́ми	metražámi	[mʲɪtrɐˈʐamʲɪ]
разгора́йтесь	razgorájtesʹ	[rəzɡɐˈrajtʲɪsʲ]
раска́чивали	raskáčivali	[rɐˈskat͡ɕɪvəlʲɪ]
приведи́сь	privedísʹ	[prʲɪvʲɪˈdʲisʲ]
откла́дываете	otkládyvajete	[ɐtˈkladɨvə(j)ɪtʲe]
придёте	pridjóte	[prʲɪˈdʲɵtʲe]
пингви́нами	pingvínami	[pʲɪnɡˈvʲinəmʲɪ]
середняку́	serednjakú	[sʲɪrʲɪdʲnʲɪˈku]
крепыши́	krepyší	[krʲɪpɨˈʂɨ]
инфинити́ву	infinitívu	[ɪnfʲɪnʲɪˈtʲivʊ]
упако́вывать	upakóvyvatʹ	[ʊpɐˈkovɨvətʲ]
преломля́я	prelomljája	[prʲɪlɐˈmlʲæjə]
послело́гом	poslelógom	[pəs⁽ʲ⁾lʲɪˈloɡəm]
выкру́чиваешь	vykrúčivaješʹ	[vɨˈkrut͡ɕɪvə(j)ɪʂ]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
люкс	ljuks	[lʲuks]
сходи́ла	sxodíla	[sxɐˈdʲilə]
проеба́в	projebáv	[prə(j)ɪˈbaf]
поправля́ю	popravljáju	[pəprɐˈvlʲæjʊ]
обнадёживаю	obnadjóživaju	[ɐbnɐˈdʲɵʐɨvəjʊ]
ферме́нтами	ferméntami	[fʲɪrˈmʲentəmʲɪ]
ночу́й	nočúj	[nɐˈt͡ɕʉj]
альпи́йских рога́х	alʹpíjskix rogáx	[ɐlʲˈpʲijskʲɪx rɐˈɡax]
ба́ловнях	bálovnjax	[ˈbaləvnʲəx]
омофо́на	omofóna	[ɐmɐˈfonə]
зака́тывали	zakátyvali	[zɐˈkatɨvəlʲɪ]
соля́риев	soljárijev	[sɐˈlʲærʲɪ(j)ɪf]
привнёсший	privnjósšij	[prʲɪvˈnʲɵʂːɨj]
приткну́вший	pritknúvšij	[prʲɪtkˈnufʂɨj]
охладе́ете	oxladéjete	[ɐxlɐˈdʲe(j)ɪtʲe]
тро́сам	trósam	[ˈtrosəm]
абориге́нки	aborigénki	[ɐbərʲɪˈɡʲenkʲɪ]
разбежа́вшийся	razbežávšijsja	[rəzbʲɪˈʐafʂɨjsʲə]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
Фукуси́ма	Fukusíma	[fʊkʊˈsʲimə]
абиети́ну	abijetínu	[ɐbʲɪ(j)ɪˈtʲinʊ]
забега́ловках	zabegálovkax	[zəbʲɪˈɡaləfkəx]
шпик	špik	[ʂpʲik]
кора́бликов	koráblikov	[kɐˈrablʲɪkəf]
бунтовщи́к	buntovščík	[bʊntɐfˈɕːik]
гиппопота́мам	gippopotámam	[ɡʲɪpəpɐˈtaməm]
стомато́логи	stomatólogi	[stəmɐˈtoləɡʲɪ]
шелкови́цах	šelkovícax	[ʂɨlkɐˈvʲit͡səx]
дово́лен	dovólen	[dɐˈvolʲɪn]
госпитализа́циями	gospitalizácijami	[ɡəspʲɪtəlʲɪˈzat͡sɨjəmʲɪ]
опубликова́вший	opublikovávšij	[ɐpʊblʲɪkɐˈvafʂɨj]
отыме́ете	otyméjete	[ɐtɨˈmʲe(j)ɪtʲe]
зли́лись	zlílisʹ	[ˈz⁽ʲ⁾lʲilʲɪsʲ]
сло́гана	slógana	[ˈsloɡənə]
подкра́сив	podkrásiv	[pɐtˈkrasʲɪf]
военруке́	vojenruké	[və(j)ɪnrʊˈkʲe]
восста́ло	vosstálo	[vɐsːˈtalə]
зале́зу	zalézu	[zɐˈlʲezʊ]
засова́ло	zasoválo	[zəsɐˈvalə]
закла́дывала	zakládyvala	[zɐˈkladɨvələ]
шарни́р	šarnír	[ʂɐrˈnʲir]
одноча́сьем	odnočásʹjem	[ɐdnɐˈt͡ɕæsʲjɪm]
жук-оле́нь	žuk-olénʹ	[ˈʐuk ɐˈlʲenʲ]
досяга́емостей	dosjagájemostej	[dəsʲɪˈɡa(j)ɪməsʲtʲɪj]
ветряны́е ме́льницы	vetrjanýje mélʹnicy	[vʲɪtrʲɪˈnɨje ˈmʲelʲnʲɪt͡sɨ]
опа́сностями	opásnostjami	[ɐˈpasnəsʲtʲəmʲɪ]
нота́риусе	notáriuse	[nɐˈtarʲɪʊsʲe]
толо́кшись	tolókšisʹ	[tɐˈlokʂɨsʲ]
шпага́том	špagátom	[ʂpɐˈɡatəm]
рукобо́рий	rukobórij	[rʊkɐˈborʲɪj]
вегетариа́нцем	vegetariáncem	[vʲɪɡʲɪtərʲɪˈant͡sɨm]
накопле́нии	nakoplénii	[nəkɐˈplʲenʲɪɪ]
поджига́телю	podžigátelju	[pəd͡ʐʐɨˈɡatʲɪlʲʊ]
контртеррори́змах	kontrterrorízmax	[ˌkontrtʲɪrɐˈrʲizməx]
синода́льный	sinodálʹnyj	[sʲɪnɐˈdalʲnɨj]
пе́ться	pétʹsja	[ˈpʲet͡sːə]
са́харная ва́та	sáxarnaja váta	[ˈsaxərnəjə ˈvatə]
сорока́ одно́й	soroká odnój	[sərɐˈka ɐdˈnoj]
выве́триваетесь	vyvétrivajetesʹ	[vɨˈvʲetrʲɪvə(j)ɪtʲɪsʲ]
шпик	špik	[ʂpʲik]
абеве́г	abɛvɛ́g	[ɐbɨˈvɛk]
загрязня́вший	zagrjaznjávšij	[zəɡrʲɪzʲˈnʲafʂɨj]
банкно́тою	banknótoju	[bɐnkˈnotəjʊ]
заве́тный	zavétnyj	[zɐˈvʲetnɨj]
изумля́ться	izumljátʹsja	[ɪzʊˈmlʲat͡sːə]
реце́ссиях	recéssijax	[rʲɪˈt͡sɛsʲ(ː)ɪjəx]
гра́цию	gráciju	[ˈɡrat͡sɨjʊ]
пелю́шке	peljúške	[pʲɪˈlʲuʂkʲe]
монито́рингах	monitóringax	[mənʲɪˈtorʲɪnɡəx]
амблиопи́й	ambliopíj	[ɐmblʲɪɐˈpʲij]
вы́стрелите	výstrelite	[ˈvɨstrʲɪlʲɪtʲe]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
амфи́биям	amfíbijam	[ɐm⁽ʲ⁾ˈfʲibʲɪjəm]
внёсший	vnjósšij	[ˈvnʲɵʂːɨj]
арши́нам	aršínam	[ɐrˈʂɨnəm]
мутны́	mutný	[mʊtˈnɨ]
влага́ю	vlagáju	[vlɐˈɡajʊ]
неприка́янный	neprikájannyj	[nʲɪprʲɪˈka(j)ɪn(ː)ɨj]
экспроприи́ровало	ekspropriírovalo	[ɪksprəprʲɪˈirəvələ]
му́сорный	músornyj	[ˈmusərnɨj]
беззу́бкам	bezzúbkam	[bʲɪˈzːupkəm]
вмеща́ю	vmeščáju	[vmʲɪˈɕːæjʊ]
обеспе́ченности	obespéčennosti	[ɐbʲɪˈspʲet͡ɕɪn(ː)əsʲtʲɪ]
бра́тцах	brátcax	[ˈbrat͡sːəx]
баско́й	baskój	[bɐˈskoj]
наполня́йся	napolnjájsja	[nəpɐlˈnʲæjsʲə]
прочерти́ть	pročertítʹ	[prət͡ɕɪrˈtʲitʲ]
попере́чною силово́ю переда́чею	poperéčnoju silovóju peredáčeju	[pəpʲɪˈrʲet͡ɕnəjʊ sʲɪlɐˈvojʊ pʲɪrʲɪˈdat͡ɕɪjʊ]
машина́льный	mašinálʹnyj	[məʂɨˈnalʲnɨj]
моря́т	morját	[mɐˈrʲat]
сеноко́с	senokós	[sʲɪnɐˈkos]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
па́лицами	pálicami	[ˈpalʲɪt͡səmʲɪ]
испра́вникам	isprávnikam	[ɪˈspravnʲɪkəm]
разрыхли́тели	razryxlíteli	[rəzrɨˈxlʲitʲɪlʲɪ]
газе́ту	gazétu	[ɡɐˈzʲetʊ]
переска́занные	pereskázannyje	[pʲɪrʲɪˈskazən(ː)ɨje]
вы́крутилась	výkrutilasʹ	[ˈvɨkrʊtʲɪləsʲ]
клю́нуть	kljúnutʹ	[ˈklʲunʊtʲ]
отпеча́тывающий	otpečátyvajuščij	[ɐtpʲɪˈt͡ɕatɨvəjʉɕːɪj]
конструи́рованию	konstruírovaniju	[kənstrʊˈirəvənʲɪjʊ]
карандаша́м для брове́й	karandašám dlja brovéj	[kərəndɐˈʂam dlʲa brɐˈvʲej]
селекционе́ру	selekcionéru	[sʲɪlʲɪkt͡sɨɐˈnʲerʊ]
всплыва́ла	vsplyvála	[fsplɨˈvalə]
борова́х	borováx	[bərɐˈvax]
напомина́ю	napomináju	[nəpəmʲɪˈnajʊ]
запатенту́йте	zapatentújte	[zəpətʲɪnˈtujtʲe]
азиа́тке	aziátke	[ɐzʲɪˈatkʲe]
разоря́ли	razorjáli	[rəzɐˈrʲælʲɪ]
накопля́ется	nakopljájetsja	[nəkɐˈplʲæ(j)ɪt͡sə]
столбене́ют	stolbenéjut	[stəlbʲɪˈnʲejʊt]
соо́бщника	soóbščnika	[sɐˈopɕːnʲɪkə]
ремонти́ровавши	remontírovavši	[rʲɪmɐnʲˈtʲirəvəfʂɨ]
лакро́ссе	lakrósse	[lɐˈkrosʲe]
дельтапла́н	dɛlʹtaplán	[dɨlʲtɐˈplan]
йодофо́рмами	jodofórmami	[(j)ɪdɐˈforməmʲɪ]
прилага́ют	prilagájut	[prʲɪlɐˈɡajʊt]
учётам	učótam	[ʊˈt͡ɕɵtəm]
иссле́дователем	isslédovatelem	[ɪs⁽ʲ⁾ːˈlʲedəvətʲɪlʲɪm]
ишако́в	išakóv	[ɪʂɐˈkof]
переска́занным	pereskázannym	[pʲɪrʲɪˈskazən(ː)ɨm]
то́пчут	tópčut	[ˈtopt͡ɕʊt]
вслепу́ю	vslepúju	[fs⁽ʲ⁾lʲɪˈpujʊ]
переодева́ло	pereodeválo	[pʲɪrʲɪədʲɪˈvalə]
ана́форами	anáforami	[ɐˈnafərəmʲɪ]
отдира́ло	otdirálo	[ɐdʲːɪˈralə]
выкра́ивал	vykráival	[vɨˈkraɪvəl]
моното́нно	monotónno	[mənɐˈtonːə]
предъявлю́	predʺjavljú	[prʲɪdjɪˈvlʲu]
зрачка́	zračká	[zrɐt͡ɕˈka]
мяки́ны	mjakíny	[mʲɪˈkʲinɨ]
сше́йте	sšéjte	[ˈʂːɛjtʲe]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
ярённый	jarjónnyj	[(j)ɪˈrʲɵnːɨj]
кша́триями	kšátrijami	[ˈkʂatrʲɪjəmʲɪ]
сре́дних кла́ссов	srédnix klássov	[ˈsrʲedʲnʲɪx ˈklasəf]
аэроли́тов	aerolítov	[ɐɪrɐˈlʲitəf]
наде́лывать	nadélyvatʹ	[nɐˈdʲelɨvətʲ]
обраща́вши	obraščávši	[ɐbrɐˈɕːafʂɨ]
приручи́ться	priručítʹsja	[prʲɪrʊˈt͡ɕit͡sːə]
засти́чь	zastíčʹ	[zɐˈsʲtʲit͡ɕ]
дозвони́лись	dozvonílisʹ	[dəzvɐˈnʲilʲɪsʲ]
тени́ли	teníli	[tʲɪˈnʲilʲɪ]
ба́ловнем	bálovnem	[ˈbaləvnʲɪm]
перетружда́ешься	peretruždáješʹsja	[pʲɪrʲɪtrʊʐˈda(j)ɪʂsʲə]
портки́	portkí	[pɐrtˈkʲi]
ятага́ну	jatagánu	[(j)ɪtɐˈɡanʊ]
шалфе́ях	šalféjax	[ʂɐlˈfʲejəx]
вдохнови́	vdoxnoví	[vdəxnɐˈvʲi]
метнёшь	metnjóšʹ	[mʲɪtʲˈnʲɵʂ]
выслу́шивая	vyslúšivaja	[vɨsˈluʂɨvəjə]
опе́шил	opéšil	[ɐˈpʲeʂɨl]
стя́нутый	stjánutyj	[ˈsʲtʲanʊtɨj]
абсолю́тных нуле́й	absoljútnyx nuléj	[ɐpsɐˈlʲutnɨx nʊˈlʲej]
несовершенноле́тние	nesoveršennolétnije	[nʲɪsəvʲɪrˌʂɛnːɐˈlʲetʲnʲɪje]
автодро́мах	avtodrómax	[ɐftɐˈdroməx]
шипе́вший	šipévšij	[ʂɨˈpʲefʂɨj]
нажина́ть	nažinátʹ	[nəʐɨˈnatʲ]
вломи́лись	vlomílisʹ	[vlɐˈmʲilʲɪsʲ]
подши́пником	podšípnikom	[pɐt͡ʂˈʂɨpnʲɪkəm]
вальца́м	valʹcám	[vɐlʲˈt͡sam]
пья́нствует	pʹjánstvujet	[ˈp⁽ʲ⁾janstvʊ(j)ɪt]
прицепля́ешься	pricepljáješʹsja	[prʲɪt͡sɨˈplʲæ(j)ɪʂsʲə]
разлага́ло	razlagálo	[rəzlɐˈɡalə]
сотряса́ешь	sotrjasáješʹ	[sətrʲɪˈsa(j)ɪʂ]
штани́н	štanín	[ʂtɐˈnʲin]
нарука́внику	narukávniku	[nərʊˈkavnʲɪkʊ]
ра́спрях	rásprjax	[ˈrasprʲəx]
тата́рке	tatárke	[tɐˈtarkʲe]
перепева́ю	perepeváju	[pʲɪrʲɪpʲɪˈvajʊ]
прока́жу	prokážu	[prɐˈkaʐʊ]
газонокоси́лками	gazonokosílkami	[ɡəzənəkɐˈsʲilkəmʲɪ]
контраба́сов	kontrabásov	[kəntrɐˈbasəf]
суде́бному постановле́нию	sudébnomu postanovléniju	[sʊˈdʲebnəmʊ pəstənɐˈvlʲenʲɪjʊ]
фы́ркаете	fýrkajete	[ˈfɨrkə(j)ɪtʲe]
вы́кажи	výkaži	[ˈvɨkəʐɨ]
топта́ниями	toptánijami	[tɐpˈtanʲɪjəmʲɪ]
клуа́тры	kluátry	[klʊˈatrɨ]
перепродава́вший	pereprodavávšij	[pʲɪrʲɪprədɐˈvafʂɨj]
аннули́руешь	annulíruješʹ	[ɐnʊˈlʲirʊ(j)ɪʂ]
заставля́ли	zastavljáli	[zəstɐˈvlʲælʲɪ]
вы́кроивший	výkroivšij	[ˈvɨkrəɪfʂɨj]
аренда́торах	arendátorax	[ɐrʲɪnˈdatərəx]
уста́ивайся	ustáivajsja	[ʊˈstaɪvəjsʲə]
мокаси́на	mokasína	[məkɐˈsʲinə]
весели́те	veselíte	[vʲɪsʲɪˈlʲitʲe]
абстине́нтными синдро́мами	abstinéntnymi sindrómami	[ɐpsʲtʲɪˈnʲentnɨmʲɪ sʲɪnˈdroməmʲɪ]
перио́дикой	periódikoj	[pʲɪrʲɪˈodʲɪkəj]
искорёживший	iskorjóživšij	[ɪskɐˈrʲɵʐɨfʂɨj]
призаду́мывавшись	prizadúmyvavšisʹ	[prʲɪzɐˈdumɨvəfʂɨsʲ]
прока́тите	prokátite	[prɐˈkatʲɪtʲe]
ума́лчивая	umálčivaja	[ʊˈmalt͡ɕɪvəjə]
разветвле́ниях	razvetvlénijax	[rəzvʲɪtˈvlʲenʲɪjəx]
забыва́ешься	zabyváješʹsja	[zəbɨˈva(j)ɪʂsʲə]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
согла́сіе	soglásije	[sɐˈɡlasʲɪje]
свора́чиваешься	svoráčivaješʹsja	[svɐˈrat͡ɕɪvə(j)ɪʂsʲə]
вооружа́етесь	vooružájetesʹ	[vɐɐrʊˈʐa(j)ɪtʲɪsʲ]
заме́ров	zamérov	[zɐˈmʲerəf]
опира́ется	opirájetsja	[ɐpʲɪˈra(j)ɪt͡sə]
Карача́ево-Черке́сия	Karačájevo-Čerkésija	[kərɐˈt͡ɕæ(j)ɪvə t͡ɕɪrˈkʲesʲɪjə]
скривлю́сь	skrivljúsʹ	[skrʲɪˈvlʲʉsʲ]
промока́ло	promokálo	[prəmɐˈkalə]
выгля́дывайте	vygljádyvajte	[vɨˈɡlʲadɨvəjtʲe]
шинелёнка	šineljónka	[ʂɨnʲɪˈlʲɵnkə]
база́ре	bazáre	[bɐˈzarʲe]
помеча́ла	pomečála	[pəmʲɪˈt͡ɕalə]
переска́зана	pereskázana	[pʲɪrʲɪˈskazənə]
абдика́ций	abdikácij	[ɐbdʲɪˈkat͡sɨj]
пря́дки	prjádki	[ˈprʲatkʲɪ]
адреса́ми	adresámi	[ɐdrʲɪˈsamʲɪ]
варга́не	vargáne	[vɐrˈɡanʲe]
зате́ривавшийся	zatérivavšijsja	[zɐˈtʲerʲɪvəfʂɨjsʲə]
отпочко́вываться	otpočkóvyvatʹsja	[ɐtpɐt͡ɕˈkovɨvət͡sə]
замани́ли	zamaníli	[zəmɐˈnʲilʲɪ]
переезжа́ют	perejezžájut	[pʲɪrʲɪ(j)ɪˈʐːajʊt]
отмере́в	otmerév	[ɐtmʲɪˈrʲef]
взгля́дывав	vzgljádyvav	[ˈvzɡlʲadɨvəf]
выбра́сывало	vybrásyvalo	[vɨˈbrasɨvələ]
переска́занные	pereskázannyje	[pʲɪrʲɪˈskazən(ː)ɨje]
ежи́хи	ježíxi	[(j)ɪˈʐɨxʲɪ]
сои́тием	soítijem	[sɐˈitʲɪ(j)ɪm]
узурпа́тора	uzurpátora	[ʊzʊrˈpatərə]
за́падом	západom	[ˈzapədəm]
со́уса	sóusa	[ˈsoʊsə]
спра́шивавший	sprášivavšij	[ˈspraʂɨvəfʂɨj]
по́льзованиях	pólʹzovanijax	[ˈpolʲzəvənʲɪjəx]
жужжа́вши	žužžávši	[ʐʊˈʐːafʂɨ]
позволе́ниями	pozvolénijami	[pəzvɐˈlʲenʲɪjəmʲɪ]
салфе́точках	salfétočkax	[sɐlˈfʲetət͡ɕkəx]
сво́дная сестра́	svódnaja sestrá	[ˈsvodnəjə sʲɪˈstra]
медоно́сная пчела́	medonósnaja pčelá	[mʲɪdɐˈnosnəjə pt͡ɕɪˈla]
заключённом	zaključónnom	[zəklʲʉˈt͡ɕɵnːəm]
зве́ньям	zvénʹjam	[ˈzvʲenʲjəm]
гражда́нская война́ в США	graždánskaja vojná v SŠA	[ɡrɐʐˈdanskəjə vɐjˈna ˈf‿sɛ ʂɛ ˈa]
серпы́	serpý	[sʲɪrˈpɨ]
разрыва́йтесь	razryvájtesʹ	[rəzrɨˈvajtʲɪsʲ]
обреше́чиваем	obrešéčivajem	[ɐbrʲɪˈʂɛt͡ɕɪvə(j)ɪm]
хны́чет	xnýčet	[ˈxnɨt͡ɕɪt]
малька́х	malʹkáx	[mɐlʲˈkax]
нарожда́ют	naroždájut	[nərɐʐˈdajʊt]
доду́малось	dodúmalosʹ	[dɐˈdumələsʲ]
сноро́вку	snoróvku	[snɐˈrofkʊ]
шпик	špik	[ʂpʲik]
прокати́вшись	prokatívšisʹ	[prəkɐˈtʲifʂɨsʲ]
во́ром в зако́не	vórom v zakóne	[ˈvorəm v‿zɐˈkonʲe]
эндоско́пов	endoskópov	[ɪndɐˈskopəf]
алфави́тного поря́дка	alfavítnovo porjádka	[ɐlfɐˈvʲitnəvə pɐˈrʲatkə]
засе́вши	zasévši	[zɐˈsʲefʂɨ]
скрыва́ли	skryváli	[skrɨˈvalʲɪ]
во́йнах пра́вок	vójnax právok	[ˈvojnəx ˈpravək]
холоди́льный	xolodílʹnyj	[xəlɐˈdʲilʲnɨj]
има́й	imáj	[ɪˈmaj]
привя́занный	privjázannyj	[prʲɪˈvʲazən(ː)ɨj]
альтиме́тру	alʹtimétru	[ɐlʲtʲɪˈmʲetrʊ]
лука́вства	lukávstva	[lʊˈkafstvə]
сле́зший	slézšij	[ˈs⁽ʲ⁾lʲeʂːɨj]
застира́ла	zastirála	[zəsʲtʲɪˈralə]
раздира́ла	razdirála	[rəzʲdʲɪˈralə]
аргумента́цией	argumentácijej	[ɐrɡʊmʲɪnˈtat͡sɨ(j)ɪj]
апопто́з	apoptóz	[ɐpɐpˈtos]
посторони́вшись	postoronívšisʹ	[pəstərɐˈnʲifʂɨsʲ]
		
чёрт но́гу сло́мит	čórt nógu slómit	[ˈt͡ɕɵrt ˈnoɡʊ ˈslomʲɪt]
расчёлся	rasčólsja	[rɐɕˈt͡ɕɵls⁽ʲ⁾ə]
рассмотре́ли	rassmotréli	[rəsːmɐˈtrʲelʲɪ]
наряди́вшийся	narjadívšijsja	[nərʲɪˈdʲifʂɨjsʲə]
шпик	špik	[ʂpʲik]
переска́занными	pereskázannymi	[pʲɪrʲɪˈskazən(ː)ɨmʲɪ]
оттопы́ривать	ottopýrivatʹ	[ɐtːɐˈpɨrʲɪvətʲ]
самого́н	samogón	[səmɐˈɡon]
чи́ркнула	čírknula	[ˈt͡ɕirknʊlə]
пя́стях	pjástjax	[ˈpʲæsʲtʲəx]
медоно́сная пчела́	medonósnaja pčelá	[mʲɪdɐˈnosnəjə pt͡ɕɪˈla]
ло́док	lódok	[ˈlodək]
парикма́хера	parikmáxera	[pərʲɪkˈmaxʲɪrə]
употребля́л	upotrebljál	[ʊpətrʲɪˈblʲal]
разбра́сывав	razbrásyvav	[rɐzˈbrasɨvəf]
амфитеа́трами	amfiteátrami	[ɐm⁽ʲ⁾fʲɪtʲɪˈatrəmʲɪ]
вкли́нитесь	vklínitesʹ	[ˈfklʲinʲɪtʲɪsʲ]
любо́вник	ljubóvnik	[lʲʊˈbovnʲɪk]
опочива́льней	opočiválʹnej	[ɐpət͡ɕɪˈvalʲnʲɪj]
переска́занными	pereskázannymi	[pʲɪrʲɪˈskazən(ː)ɨmʲɪ]
сле́пят	slépjat	[ˈs⁽ʲ⁾lʲepʲət]
вымога́в	vymogáv	[vɨmɐˈɡaf]
а́нглы	ángly	[ˈanɡlɨ]
заверши́ло	zaveršílo	[zəvʲɪrˈʂɨlə]
ларьки́	larʹkí	[lɐrʲˈkʲi]
желтогру́дая куни́ца	želtogrúdaja kuníca	[ʐɨltɐˈɡrudəjə kʊˈnʲit͡sə]
криптогра́фией	kriptográfijej	[krʲɪptɐˈɡrafʲɪ(j)ɪj]
взгромозди́мся	vzgromozdímsja	[vzɡrəmɐzʲˈdʲimsʲə]
выка́ливающий	vykálivajuščij	[vɨˈkalʲɪvəjʉɕːɪj]
амоксицилли́не	amoksicillíne	[ɐməksʲɪt͡sɨˈlʲinʲe]
ока́зывался	okázyvalsja	[ɐˈkazɨvəls⁽ʲ⁾ə]
весну́шчатый	vesnúščatyj	[vʲɪsˈnuɕːɪtɨj]
соколя́та	sokoljáta	[səkɐˈlʲatə]
перебира́лся	perebirálsja	[pʲɪrʲɪbʲɪˈrals⁽ʲ⁾ə]
облагора́живаемый	oblagoráživajemyj	[ɐbləɡɐˈraʐɨvə(j)ɪmɨj]
проти́снувшись	protísnuvšisʹ	[prɐˈtʲisnʊfʂɨsʲ]
превозмога́вший	prevozmogávšij	[prʲɪvəzmɐˈɡafʂɨj]
командиро́вками	komandiróvkami	[kəmənʲdʲɪˈrofkəmʲɪ]
захло́пывалась	zaxlópyvalasʹ	[zɐˈxlopɨvələsʲ]
кореня́сь	korenjásʹ	[kərʲɪˈnʲæsʲ]
эскадри́льи	eskadrílʹi	[ɪskɐˈdrʲilʲjɪ]
запотева́л	zapotevál	[zəpətʲɪˈval]
группирова́вшись	gruppirovávšisʹ	[ɡrʊpʲɪrɐˈvafʂɨsʲ]
гомофо́бий	gomofóbij	[ɡəmɐˈfobʲɪj]
ску́постях	skúpostjax	[ˈskupəsʲtʲəx]
трясогу́зку	trjasogúzku	[trʲɪsɐˈɡuskʊ]
коммуни́сты	kommunísty	[kəmʊˈnʲistɨ]
устраши́вший	ustrašívšij	[ʊstrɐˈʂɨfʂɨj]
междоусо́биц	meždousóbic	[mʲɪʐdəʊˈsobʲɪt͡s]
корея́нкой	korejánkoj	[kərʲɪˈjankəj]
цара́паете	carápajete	[t͡sɐˈrapə(j)ɪtʲe]
пе́плах	péplax	[ˈpʲepləx]
прохрипе́ть	proxripétʹ	[prəxrʲɪˈpʲetʲ]
пу́кле	púkle	[ˈpuklʲe]
серпуховча́н	serpuxovčán	[sʲɪrpʊxɐfˈt͡ɕan]
салото́пней	salotópnej	[səlɐˈtopnʲɪj]
отделя́ть	otdeljátʹ	[ɐdʲːɪˈlʲætʲ]
бокси́товых	boksítovyx	[bɐkˈsʲitəvɨx]
пыжу́	pyžú	[pɨˈʐu]
поврежда́йте	povreždájte	[pəvrʲɪʐˈdajtʲe]
ко́нтуры	kóntury	[ˈkontʊrɨ]
подража́ли	podražáli	[pədrɐˈʐalʲɪ]
морско́му языку́	morskómu jazykú	[mɐrˈskomʊ (j)ɪzɨˈku]
те́плится	téplitsja	[ˈtʲeplʲɪt͡sə]
осную́т	osnujút	[ɐsnʊˈjut]
славя́нам	slavjánam	[slɐˈvʲanəm]
камерге́рах	kamergérax	[kəmʲɪrˈɡʲerəx]
грядём	grjadjóm	[ɡrʲɪˈdʲɵm]
вплотну́ю	vplotnúju	[fplɐtˈnujʊ]
жу́к-носоро́г	žúk-nosoróg	[ˈʐuk nəsɐˈrok]
поморя́н	pomorján	[pəmɐˈrʲan]
насчи́тывай	nasčítyvaj	[nɐˈɕːitɨvəj]
све́точами	svétočami	[ˈsvʲetət͡ɕəmʲɪ]
зали́вов	zalívov	[zɐˈlʲivəf]
отредакти́рует	otredaktírujet	[ɐtrʲɪdɐkˈtʲirʊ(j)ɪt]
анестези́рованию	anestezírovaniju	[ɐnʲɪsʲtʲɪˈzʲirəvənʲɪjʊ]
печо́ру	pečóru	[pʲɪˈt͡ɕɵrʊ]
орби́ты	orbíty	[ɐrˈbʲitɨ]
шпик	špik	[ʂpʲik]
вы́светить	výsvetitʹ	[ˈvɨsvʲɪtʲɪtʲ]
сапуна́х	sapunáx	[səpʊˈnax]
лебедя́та	lebedjáta	[lʲɪbʲɪˈdʲatə]
затра́гиваться	zatrágivatʹsja	[zɐˈtraɡʲɪvət͡sə]
птицефа́брикам	pticefábrikam	[ptʲɪt͡sɨˈfabrʲɪkəm]
опра́вдывавшись	oprávdyvavšisʹ	[ɐˈpravdɨvəfʂɨsʲ]
ощуща́етесь	oščuščájetesʹ	[ɐɕːʉˈɕːæ(j)ɪtʲɪsʲ]
созида́телях	sozidáteljax	[səzʲɪˈdatʲɪlʲəx]
затро́нете	zatrónete	[zɐˈtronʲɪtʲe]
долгоно́сике	dolgonósike	[dəlɡɐˈnosʲɪkʲe]
наивы́сший	naivýsšij	[nəɪˈvɨʂːɨj]
прику́сывали	prikúsyvali	[prʲɪˈkusɨvəlʲɪ]
майда́нами	majdánami	[mɐjˈdanəmʲɪ]
углеро́дом	ugleródom	[ʊɡlʲɪˈrodəm]
гла́вной	glávnoj	[ˈɡlavnəj]
ну́керами	núkerami	[ˈnukʲɪrəmʲɪ]
аквамари́на	akvamarína	[ɐkvəmɐˈrʲinə]
Земфи́ра	Zemfíra	[zʲɪm⁽ʲ⁾ˈfʲirə]
мо́лвили	mólvili	[ˈmolvʲɪlʲɪ]
анало́гиях	analógijax	[ɐnɐˈloɡʲɪjəx]
ру́ки из жо́пы расту́т	rúki iz žópy rastút	[ˈrukʲɪ ɪʐ‿ˈʐopɨ rɐˈstut]
инсцениро́вку	insceniróvku	[ɪnst͡sɨnʲɪˈrofkʊ]
реша́юсь	rešájusʹ	[rʲɪˈʂajʉsʲ]
переска́занные	pereskázannyje	[pʲɪrʲɪˈskazən(ː)ɨje]
подря́дов	podrjádov	[pɐˈdrʲadəf]
авиа́цию	aviáciju	[ɐvʲɪˈat͡sɨjʊ]
бэкдо́ры	bɛkdóry	[bɨɡˈdorɨ]
утри́ровать	utrírovatʹ	[ʊˈtrʲirəvətʲ]
переска́занными	pereskázannymi	[pʲɪrʲɪˈskazən(ː)ɨmʲɪ]
